index	STRING_id
723	10090.ENSMUSP00000007747
724	10090.ENSMUSP00000007754
725	10090.ENSMUSP00000007757
726	10090.ENSMUSP00000007790
727	10090.ENSMUSP00000007797
728	10090.ENSMUSP00000007799
729	10090.ENSMUSP00000007814
730	10090.ENSMUSP00000007865
731	10090.ENSMUSP00000007959
732	10090.ENSMUSP00000007980
733	10090.ENSMUSP00000007993
734	10090.ENSMUSP00000008004
735	10090.ENSMUSP00000008016
736	10090.ENSMUSP00000008021
737	10090.ENSMUSP00000008032
738	10090.ENSMUSP00000008036
739	10090.ENSMUSP00000008052
740	10090.ENSMUSP00000008088
741	10090.ENSMUSP00000008090
742	10090.ENSMUSP00000008094
743	10090.ENSMUSP00000008280
744	10090.ENSMUSP00000008297
745	10090.ENSMUSP00000008350
746	10090.ENSMUSP00000008445
747	10090.ENSMUSP00000008451
748	10090.ENSMUSP00000008462
749	10090.ENSMUSP00000008477
750	10090.ENSMUSP00000008517
751	10090.ENSMUSP00000008528
752	10090.ENSMUSP00000008537
753	10090.ENSMUSP00000008542
754	10090.ENSMUSP00000008579
755	10090.ENSMUSP00000008582
756	10090.ENSMUSP00000008594
757	10090.ENSMUSP00000008605
758	10090.ENSMUSP00000008626
759	10090.ENSMUSP00000008733
760	10090.ENSMUSP00000008734
761	10090.ENSMUSP00000008745
762	10090.ENSMUSP00000008748
763	10090.ENSMUSP00000008812
764	10090.ENSMUSP00000008830
765	10090.ENSMUSP00000008893
766	10090.ENSMUSP00000008907
767	10090.ENSMUSP00000008957
768	10090.ENSMUSP00000008987
769	10090.ENSMUSP00000008991
770	10090.ENSMUSP00000008999
771	10090.ENSMUSP00000009003
772	10090.ENSMUSP00000009036
773	10090.ENSMUSP00000009058
774	10090.ENSMUSP00000009102
775	10090.ENSMUSP00000009120
776	10090.ENSMUSP00000009143
777	10090.ENSMUSP00000009157
778	10090.ENSMUSP00000009219
779	10090.ENSMUSP00000009220
780	10090.ENSMUSP00000009234
781	10090.ENSMUSP00000009236
782	10090.ENSMUSP00000009256
783	10090.ENSMUSP00000009321
784	10090.ENSMUSP00000009329
785	10090.ENSMUSP00000009340
786	10090.ENSMUSP00000009358
787	10090.ENSMUSP00000009390
788	10090.ENSMUSP00000009392
789	10090.ENSMUSP00000009396
790	10090.ENSMUSP00000009411
791	10090.ENSMUSP00000009425
792	10090.ENSMUSP00000009435
793	10090.ENSMUSP00000009522
794	10090.ENSMUSP00000009538
795	10090.ENSMUSP00000009550
796	10090.ENSMUSP00000009617
797	10090.ENSMUSP00000009667
798	10090.ENSMUSP00000009679
799	10090.ENSMUSP00000009689
800	10090.ENSMUSP00000009693
